text,anger,disgust,fear,joy,sadness,surprise,neutral,Negative,Positive,date
Animals have this pure joy about them that’s so infectious.,0.0062075527384877205,0.010447699576616287,0.0005383964744396508,0.9122053980827332,0.06360463052988052,0.003975511062890291,0.0030208234675228596,0.0012413598597049713,0.9987586736679077,2024-04-17 00:00:00
It made me wish I had a dog of my own.,0.00744134234264493,0.05302078276872635,0.17769961059093475,0.023899804800748825,0.12544375658035278,0.2669166922569275,0.34557801485061646,0.004590263124555349,0.9954097867012024,2024-04-17 00:00:00
Got into a small argument with a coworker.,0.4612749516963959,0.4223077595233917,0.03153282403945923,0.0033740883227437735,0.010865391232073307,0.06765997409820557,0.002985089085996151,0.9919629096984863,0.008037067949771881,2024-04-18 00:00:00
"It wasn’t a big deal, but I hate when misunderstandings escalate unnecessarily.",0.7555498480796814,0.16389447450637817,0.007135910913348198,0.0022658950183540583,0.027957523241639137,0.03961735591292381,0.0035788759123533964,0.9946553707122803,0.005344596691429615,2024-04-18 00:00:00
"Spent the rest of the day replaying the conversation in my head, wishing I had handled it better.",0.005916580092161894,0.05050458014011383,0.00989161990582943,0.00878837238997221,0.3537202775478363,0.5599361062049866,0.01124246884137392,0.9973541498184204,0.0026458268985152245,2024-04-18 00:00:00
I guess I’ll have to clear things up tomorrow.,0.01715489849448204,0.057289931923151016,0.009170753881335258,0.015792040154337883,0.8120968341827393,0.08492346107959747,0.0035720590967684984,0.9949630498886108,0.005036916118115187,2024-04-18 00:00:00
Listened to an old song that brought back such good memories.,0.0025287847965955734,0.011629720218479633,0.0009445472387596965,0.7770394086837769,0.18301907181739807,0.010795672424137592,0.014042763039469719,0.0012567933881655335,0.9987432360649109,2024-04-19 00:00:00
Amazing how music can instantly transport you back to another time.,0.005577680189162493,0.0027811205945909023,0.0029223491437733173,0.02104724943637848,0.03593362495303154,0.003090854501351714,0.9286471605300903,0.0012499676086008549,0.9987499713897705,2024-04-19 00:00:00
"I closed my eyes and let it take me back to simpler days, a nice escape from the present for a little while.",0.006394640542566776,0.009516757912933826,0.002489214763045311,0.377583384513855,0.5153657793998718,0.08318892121315002,0.005461276043206453,0.0011354796588420868,0.9988645315170288,2024-04-19 00:00:00
Found some extra cash in my jacket pocket.,0.06571303308010101,0.1657772958278656,0.060458023101091385,0.033400095999240875,0.3911014497280121,0.10663185268640518,0.17691823840141296,0.011943715624511242,0.9880563020706177,2024-04-20 00:00:00
Completely unexpected but definitely welcomed!,0.0059107039123773575,0.0014454842312261462,0.0027865057345479727,0.43177133798599243,0.02380039170384407,0.008275618776679039,0.5260100364685059,0.0011834659380838275,0.9988166093826294,2024-04-20 00:00:00
"It’s not a lot, but it’s funny how something so small can make a difference in my mood.",0.01733534410595894,0.04071040824055672,0.00591044407337904,0.3897051513195038,0.08370186388492584,0.00984899327158928,0.4527878165245056,0.0028312194626778364,0.9971688389778137,2024-04-20 00:00:00
A lucky little discovery.,0.004166970495134592,0.005059531889855862,0.007371002808213234,0.7369527220726013,0.1304895281791687,0.0068122148513793945,0.10914809256792068,0.0014787510735914111,0.9985212683677673,2024-04-20 00:00:00
Missed someone deeply today.,0.0020544864237308502,0.004054851830005646,0.0005005152197554708,0.001659470028243959,0.006845229770988226,0.9813894629478455,0.0034958894830197096,0.9965007305145264,0.003499287646263838,2024-04-21 00:00:00
Certain places and memories just bring it all back.,0.005064102821052074,0.007056383416056633,0.0012297440553084016,0.0053636664524674416,0.9591594338417053,0.0035858245100826025,0.018540753051638603,0.0012062034802511334,0.9987937211990356,2024-04-21 00:00:00
"I tried to stay busy, but the feeling stayed with me.",0.014724548906087875,0.015591769479215145,0.0020714763086289167,0.0027817049995064735,0.006834137719124556,0.9562373161315918,0.001759016769938171,0.0032113059423863888,0.996788740158081,2024-04-21 00:00:00
"Some people leave, but the memories never do.",0.1483379453420639,0.3363271951675415,0.005973788909614086,0.002302321372553706,0.3313656449317932,0.16492468118667603,0.010768505744636059,0.9977699518203735,0.002230017678812146,2024-04-21 00:00:00
Maybe that’s both the blessing and the curse of having loved and lost.,0.006694617215543985,0.0598282627761364,0.007754294667392969,0.006259437184780836,0.1967993676662445,0.719085693359375,0.0035783383063971996,0.010690348222851753,0.9893096685409546,2024-04-21 00:00:00
"Work was steady, and the day passed by without much excitement.",0.016766298562288284,0.03559580817818642,0.01741635613143444,0.11702978610992432,0.24021382629871368,0.5531107783317566,0.019867194816470146,0.9916495084762573,0.00835050642490387,2024-04-22 00:00:00
"I did a little reading in the evening, which helped me unwind.",0.002373139141127467,0.04783309996128082,0.008158977143466473,0.727462887763977,0.14037472009658813,0.066029854118824,0.007767340634018183,0.002041988307610154,0.9979580640792847,2024-04-22 00:00:00
"Not every day has to be an adventure—sometimes just having a calm, uneventful day is a good thing too.",0.007766419090330601,0.0039572506211698055,0.010140763595700264,0.13477081060409546,0.8189337849617004,0.015164785087108612,0.009266160428524017,0.00469390582293272,0.9953060746192932,2024-04-22 00:00:00
Caught up with an old hobby today—painting.,0.09644422680139542,0.25561100244522095,0.009551340714097023,0.011818691156804562,0.4009573459625244,0.2058916538953781,0.019725725054740906,0.0011281692422926426,0.9988718628883362,2024-04-23 00:00:00
"It’s been years since I picked up a brush, and at first, I felt rusty.",0.01742325909435749,0.3014305830001831,0.2972260117530823,0.003579096868634224,0.17897211015224457,0.11812343448400497,0.08324553072452545,0.9908720850944519,0.009127983823418617,2024-04-23 00:00:00
"But as the colors blended on the canvas, I lost track of time.",0.04024145007133484,0.2795632481575012,0.04256395250558853,0.0028112796135246754,0.2974297106266022,0.22880227863788605,0.10858801752328873,0.0027214307337999344,0.99727863073349,2024-04-23 00:00:00
There’s something freeing about creating without worrying about perfection.,0.006507373880594969,0.0118912598118186,0.001924856100231409,0.7713940739631653,0.19443674385547638,0.007399286143481731,0.006446382030844688,0.0012982620391994715,0.9987016916275024,2024-04-23 00:00:00
I think I’ll try to do this more often.,0.00431230990216136,0.004185561556369066,0.0018520297016948462,0.007763815578073263,0.9666668176651001,0.004461208358407021,0.010758164338767529,0.0012392870848998427,0.9987607002258301,2024-04-23 00:00:00
Had a close call with a reckless driver today.,0.054424434900283813,0.009598278440535069,0.7624289989471436,0.008444037288427353,0.09428340196609497,0.04500073194503784,0.025820067152380943,0.9966710209846497,0.003328995080664754,2024-04-24 00:00:00
"One second, everything was normal, and the next, a car swerved dangerously close to mine.",0.051143500953912735,0.019194237887859344,0.8473225235939026,0.0024184121284633875,0.03746386617422104,0.0052358428947627544,0.03722159191966057,0.9989147186279297,0.0010853135026991367,2024-04-24 00:00:00
My heart pounded long after the moment passed.,0.2188795953989029,0.01087209489196539,0.12323852628469467,0.0036243200302124023,0.021962935104966164,0.5535553693771362,0.06786715984344482,0.0020013644825667143,0.9979986548423767,2024-04-24 00:00:00
It’s scary how things can change in an instant.,0.002456455025821924,0.0039717210456728935,0.9635414481163025,0.0018215731251984835,0.009559879079461098,0.0017496492946520448,0.016899369657039642,0.011582247912883759,0.9884178042411804,2024-04-24 00:00:00
A reminder to always stay alert and appreciate the calm moments.,0.008684473112225533,0.0035496957134455442,0.017430191859602928,0.11116503924131393,0.8377554416656494,0.01322726346552372,0.008187906816601753,0.0011941554257646203,0.9988058805465698,2024-04-24 00:00:00
Unexpectedly got a day off!,0.00828566960990429,0.0010175086790695786,0.002418770920485258,0.26077526807785034,0.06600452214479446,0.02330131269991398,0.6381970047950745,0.0013414825079962611,0.9986585378646851,2024-04-25 00:00:00
"Instead of wasting it, I decided to make it count.",0.05954158678650856,0.03503038361668587,0.0024640019983053207,0.03278534859418869,0.844696581363678,0.01985226757824421,0.005629892461001873,0.001218124758452177,0.9987818598747253,2024-04-25 00:00:00
"Spent the morning at a cozy café, just sipping coffee and watching people go about their day.",0.004432338289916515,0.04197944328188896,0.0018710459116846323,0.659606397151947,0.27974361181259155,0.007357058580964804,0.005010063759982586,0.001065151416696608,0.998934805393219,2024-04-25 00:00:00
"Then, I took a spontaneous walk in the park.",0.004957700148224831,0.0032420300412923098,0.0055397250689566135,0.968675434589386,0.007669666316360235,0.001338547095656395,0.008576939813792706,0.0011219056323170662,0.9988780617713928,2024-04-25 00:00:00
"No plans, no deadlines—just a day to breathe.",0.024978354573249817,0.022507673129439354,0.012505687773227692,0.008747504092752934,0.9073270559310913,0.02002405747771263,0.003909702878445387,0.0012432554503902793,0.9987567663192749,2024-04-25 00:00:00
It felt refreshing.,0.001201353152282536,0.0036550434306263924,0.0006169536500237882,0.9714692831039429,0.0170410368591547,0.0034465312492102385,0.002569809090346098,0.0012191417627036572,0.9987809062004089,2024-04-25 00:00:00
Landed in Japan today!,0.013647682964801788,0.0016880532493814826,0.0023962496779859066,0.19895200431346893,0.2163088619709015,0.011236811988055706,0.5557703375816345,0.0014419277431443334,0.9985581040382385,2024-04-26 00:00:00
"The moment I stepped out of the airport, I felt a rush of excitement.",0.0062202103435993195,0.0027395898941904306,0.028219591826200485,0.9348303079605103,0.009963304735720158,0.0009507436770945787,0.017076298594474792,0.0011806238908320665,0.9988194108009338,2024-04-26 00:00:00
"Tokyo is alive with energy—neon lights, bustling streets, and an endless flow of people.",0.01071936171501875,0.005911480635404587,0.0016340280417352915,0.6899453401565552,0.20714311301708221,0.006438649725168943,0.07820800691843033,0.0011974404333159328,0.9988025426864624,2024-04-26 00:00:00
Checked into my hotel and took a quick walk through Shinjuku.,0.0035252973902970552,0.0050475406460464,0.01974109187722206,0.0468645840883255,0.8294240832328796,0.007310188841074705,0.08808719366788864,0.0014459718950092793,0.9985540509223938,2024-04-26 00:00:00
The sheer scale of the city is overwhelming but exhilarating.,0.0008265028009191155,0.0020879018120467663,0.0014096125960350037,0.9882072806358337,0.0029011983424425125,0.0012986573856323957,0.0032687948551028967,0.0011920371325686574,0.9988080263137817,2024-04-26 00:00:00
Can’t wait to explore more!,0.0019260244444012642,0.0007824072963558137,0.0016731413779780269,0.9599342346191406,0.025133300572633743,0.00196289224550128,0.008588098920881748,0.0011370558058843017,0.9988629817962646,2024-04-26 00:00:00
"Took the Shinkansen to Kyoto, and it felt like stepping into another world.",0.008206686936318874,0.021219518035650253,0.32240280508995056,0.1049303188920021,0.34540578722953796,0.011041363701224327,0.1867935210466385,0.0011256062425673008,0.9988743662834167,2024-04-27 00:00:00
The contrast between modern Tokyo and Kyoto’s historic charm is incredible.,0.006913619581609964,0.01770927384495735,0.01595655456185341,0.03885031118988991,0.22098316252231598,0.004124348051846027,0.6954626441001892,0.0019777414854615927,0.9980223178863525,2024-04-27 00:00:00
Visited the Fushimi Inari Shrine with its famous torii gates.,0.003283540951088071,0.0075118583627045155,0.042714159935712814,0.7386566400527954,0.05921066552400589,0.015657806769013405,0.1329653561115265,0.0014423169195652008,0.9985576272010803,2024-04-27 00:00:00
"The peacefulness of the temples, the sound of rustling leaves—it all felt surreal.",0.0041971271857619286,0.06372594088315964,0.5721516013145447,0.01907997764647007,0.08469180762767792,0.025308946147561073,0.23084455728530884,0.0012850373750552535,0.9987149238586426,2024-04-27 00:00:00
Ended the day with matcha and traditional sweets.,0.003691309131681919,0.008516289293766022,0.0013668776955455542,0.78668212890625,0.16430917382240295,0.01218342874199152,0.023250775411725044,0.0011666006175801158,0.9988333582878113,2024-04-27 00:00:00
Back in Tokyo and finally saw the famous Shibuya Crossing.,0.0062170554883778095,0.002804282121360302,0.006355987396091223,0.3908005952835083,0.18514786660671234,0.007564743049442768,0.40110939741134644,0.00136180454865098,0.9986382126808167,2024-04-28 00:00:00
The sheer number of people moving in perfect rhythm was mesmerizing.,0.003033949062228203,0.011683860793709755,0.01129983738064766,0.8418359160423279,0.06854208558797836,0.004327508620917797,0.059276778250932693,0.0011963852448388934,0.9988036155700684,2024-04-28 00:00:00
